product_name,purchase_date,review,rating,units_sold,region,product_category,net_profit
Laptop Stand,2020-06-04,Amazing performance and value.,5,200,North,Accessories,3974.27
Smartwatch,2024-04-14,"Average product, does the job.",4,145,East,Wearables,3780.48
Smartwatch,2023-01-18,Nothing special but acceptable.,1,226,East,Wearables,6722.8
Laptop Stand,2021-11-09,"Loved it, will buy again.",5,72,North,Accessories,1367.2
4K Action Camera,2020-12-16,Highly recommend this!,2,190,East,Electronics,18351.21
Smartwatch,2020-03-09,It's okay.,1,92,North,Wearables,4097.49
Blender,2023-04-01,Excellent product!,4,82,West,Kitchen,4088.24
Smartwatch,2023-06-19,Nothing special but acceptable.,5,89,West,Wearables,5338.6
Laptop Stand,2024-02-27,Bad experience overall.,5,108,West,Accessories,2619.14
Wireless Mouse,2023-11-07,"Great quality, very satisfied!",2,202,East,Accessories,5722.88
4K Action Camera,2022-12-11,"Loved it, will buy again.",4,65,West,Electronics,7563.18
Electric Kettle,2021-10-15,Not worth the price.,1,38,West,Kitchen,1696.55
Robot Vacuum,2020-03-03,"Great quality, very satisfied!",5,87,North,Home Goods,5239.18
Laptop Stand,2021-05-23,Excellent product!,2,291,North,Accessories,6375.87
Smartwatch,2020-10-18,Excellent product!,4,11,West,Wearables,446.15
Air Purifier,2023-01-19,Quality could be better.,5,63,East,Home Goods,3536.55
Blender,2024-08-14,Nothing special but acceptable.,3,11,East,Kitchen,221.43
Laptop Stand,2023-12-18,Quality could be better.,5,41,North,Accessories,663.94
Air Purifier,2024-08-19,"Average product, does the job.",1,11,West,Home Goods,457.69
Robot Vacuum,2022-03-31,"Loved it, will buy again.",4,249,South,Home Goods,9030.72
Wireless Mouse,2023-10-20,Stopped working too soon.,3,208,East,Accessories,5411.13
Blender,2020-05-29,Works fine.,2,210,East,Kitchen,7510.29
Laptop Stand,2023-07-18,Not worth the price.,2,218,East,Accessories,6461.45
Air Purifier,2022-05-30,Quality could be better.,1,200,North,Home Goods,10101.93
Laptop Stand,2024-05-23,"Loved it, will buy again.",4,100,West,Accessories,2070.47
Air Purifier,2023-02-13,Amazing performance and value.,4,285,South,Home Goods,14993.86
Coffee Maker,2021-12-04,Nothing special but acceptable.,3,85,South,Kitchen,3626.51
Robot Vacuum,2021-05-30,It's okay.,2,201,East,Home Goods,11538.8
Gaming Chair,2024-05-29,Amazing performance and value.,4,66,East,Furniture,5621.17
Blender,2023-06-18,Highly recommend this!,2,135,West,Kitchen,6057.9
Electric Kettle,2020-01-30,Excellent product!,5,244,South,Kitchen,10153.71
Blender,2023-03-12,Quality could be better.,1,212,South,Kitchen,5880.08
Electric Kettle,2020-11-21,Stopped working too soon.,2,158,South,Kitchen,3303.28
Laptop Stand,2024-09-14,Not worth the price.,1,283,North,Accessories,8375.65
Laptop Stand,2022-08-06,Bad experience overall.,4,266,South,Accessories,4158.01
Air Purifier,2020-01-16,Amazing performance and value.,3,196,East,Home Goods,10382.54
Gaming Chair,2020-04-20,Decent for the price.,1,245,East,Furniture,11444.05
Air Purifier,2022-05-21,Nothing special but acceptable.,3,185,South,Home Goods,7246.77
Laptop Stand,2021-12-13,Nothing special but acceptable.,1,165,East,Accessories,3546.91
Coffee Maker,2020-04-16,Decent for the price.,5,217,West,Kitchen,7208.11
Coffee Maker,2021-01-13,Nothing special but acceptable.,3,180,East,Kitchen,7654.38
Electric Kettle,2020-06-10,Amazing performance and value.,1,18,East,Kitchen,889.18
Robot Vacuum,2020-10-09,Very disappointing.,5,74,East,Home Goods,2268.06
Smartwatch,2020-09-25,"Loved it, will buy again.",1,203,South,Wearables,11780.35
Blender,2021-04-28,It's okay.,2,156,South,Kitchen,5212.18
Electric Kettle,2021-10-28,Stopped working too soon.,4,240,East,Kitchen,11173.36
Gaming Chair,2023-01-01,Not worth the price.,3,195,West,Furniture,15687.67
Gaming Chair,2023-05-05,It's okay.,5,255,West,Furniture,20382.25
Blender,2023-06-20,Not worth the price.,4,118,East,Kitchen,4679.55
Coffee Maker,2021-08-20,Not worth the price.,4,251,West,Kitchen,6093.15
Smartwatch,2022-03-09,Excellent product!,3,69,East,Wearables,1916.35
Blender,2023-07-06,Amazing performance and value.,1,220,South,Kitchen,7684.27
Smartwatch,2022-03-08,It's okay.,3,159,North,Wearables,5643.69
Laptop Stand,2023-03-18,Decent for the price.,3,74,North,Accessories,1384.05
Electric Kettle,2021-01-24,Highly recommend this!,1,265,South,Kitchen,5583.2
Laptop Stand,2021-02-19,Stopped working too soon.,3,33,West,Accessories,654.11
Air Purifier,2021-03-01,Highly recommend this!,5,59,East,Home Goods,2116.42
Blender,2022-09-23,"Great quality, very satisfied!",4,294,East,Kitchen,10434.11
Air Purifier,2024-09-21,Highly recommend this!,4,242,West,Home Goods,13691.32
4K Action Camera,2023-05-25,Bad experience overall.,4,277,North,Electronics,27802.16
Smartwatch,2022-05-16,Works fine.,2,185,West,Wearables,9859.71
Gaming Chair,2020-03-26,Amazing performance and value.,2,20,North,Furniture,1242.99
Laptop Stand,2023-05-24,Nothing special but acceptable.,3,127,West,Accessories,2502.8
Smartwatch,2021-02-26,Very disappointing.,4,118,North,Wearables,4543.07
Gaming Chair,2023-09-05,Decent for the price.,1,227,South,Furniture,16894.56
Laptop Stand,2020-04-27,Excellent product!,1,111,South,Accessories,1280.8
Blender,2022-08-16,Nothing special but acceptable.,4,192,East,Kitchen,6478.73
Wireless Mouse,2022-05-31,Bad experience overall.,3,189,East,Accessories,2920.05
Air Purifier,2022-09-18,Nothing special but acceptable.,3,90,West,Home Goods,3547.07
Laptop Stand,2021-02-18,Very disappointing.,3,124,South,Accessories,2822.73
Wireless Mouse,2021-08-21,It's okay.,5,248,West,Accessories,3758.83
Electric Kettle,2020-02-09,Amazing performance and value.,4,17,West,Kitchen,586.22
Laptop Stand,2023-03-30,Not worth the price.,4,268,East,Accessories,3310.48
Wireless Mouse,2021-12-03,Bad experience overall.,5,272,East,Accessories,4804.76
Gaming Chair,2021-06-20,Very disappointing.,2,248,North,Furniture,24181.71
Air Purifier,2021-02-23,"Great quality, very satisfied!",2,155,West,Home Goods,6940.51
Robot Vacuum,2021-10-25,"Great quality, very satisfied!",5,259,West,Home Goods,10176.71
Laptop Stand,2020-04-04,Not worth the price.,1,220,South,Accessories,5235.25
Smartwatch,2024-01-05,Quality could be better.,4,152,West,Wearables,8495.65
Gaming Chair,2024-04-30,Highly recommend this!,1,16,South,Furniture,1173.53
Robot Vacuum,2022-08-30,Bad experience overall.,1,114,South,Home Goods,7080.97
Robot Vacuum,2021-10-11,"Average product, does the job.",3,100,East,Home Goods,5741.74
Electric Kettle,2024-01-29,Highly recommend this!,5,247,West,Kitchen,8530.85
Electric Kettle,2020-10-14,Stopped working too soon.,5,75,North,Kitchen,2706.97
Coffee Maker,2024-08-26,Amazing performance and value.,4,193,North,Kitchen,7302.12
Laptop Stand,2021-02-15,Amazing performance and value.,2,104,North,Accessories,1340.29
Smartwatch,2021-02-03,Quality could be better.,2,282,West,Wearables,8654.06
Laptop Stand,2021-06-11,Amazing performance and value.,4,35,West,Accessories,950.77
Wireless Mouse,2022-11-07,Bad experience overall.,2,218,South,Accessories,6520.19
Gaming Chair,2020-05-15,"Great quality, very satisfied!",3,98,East,Furniture,9509.15
Air Purifier,2024-01-27,Nothing special but acceptable.,1,159,West,Home Goods,10602.8
Smartwatch,2022-01-28,Quality could be better.,3,240,North,Wearables,13607.74
Air Purifier,2023-06-25,"Average product, does the job.",3,272,North,Home Goods,19017.79
Electric Kettle,2022-04-22,"Loved it, will buy again.",1,226,South,Kitchen,7770.01
Air Purifier,2021-12-10,Highly recommend this!,1,271,West,Home Goods,15361.75
4K Action Camera,2022-10-21,Nothing special but acceptable.,2,259,North,Electronics,24347.25
Electric Kettle,2024-09-21,Excellent product!,3,54,North,Kitchen,2358.88
Electric Kettle,2021-01-15,"Great quality, very satisfied!",5,191,South,Kitchen,4481.8
Blender,2021-05-23,Decent for the price.,1,10,North,Kitchen,471.9
Air Purifier,2024-01-23,"Great quality, very satisfied!",1,201,North,Home Goods,7387.02
Smartwatch,2024-03-08,Quality could be better.,5,235,South,Wearables,10498.34
Electric Kettle,2022-03-16,Nothing special but acceptable.,5,253,East,Kitchen,9542.57
Smartwatch,2021-04-20,Highly recommend this!,5,134,East,Wearables,7917.88
Electric Kettle,2024-04-29,Works fine.,5,60,North,Kitchen,2380.48
Robot Vacuum,2022-08-11,"Loved it, will buy again.",2,218,South,Home Goods,14545.96
Smartwatch,2022-04-28,Amazing performance and value.,2,192,South,Wearables,7101.46
Wireless Mouse,2022-06-15,Amazing performance and value.,3,58,North,Accessories,1698.46
Air Purifier,2020-02-01,Nothing special but acceptable.,3,191,South,Home Goods,7399.19
4K Action Camera,2020-04-27,Amazing performance and value.,2,28,East,Electronics,2520.01
Laptop Stand,2023-04-22,Decent for the price.,2,231,East,Accessories,3461.01
Robot Vacuum,2020-07-09,Nothing special but acceptable.,2,208,East,Home Goods,7971.84
Air Purifier,2024-11-05,Very disappointing.,1,259,North,Home Goods,13844.42
Blender,2024-11-08,Not worth the price.,2,276,South,Kitchen,13587.11
Blender,2024-10-17,Works fine.,5,28,East,Kitchen,796.28
Gaming Chair,2020-03-14,It's okay.,5,102,East,Furniture,7135.04
4K Action Camera,2021-09-14,"Average product, does the job.",2,171,North,Electronics,17912.45
Coffee Maker,2023-01-31,Bad experience overall.,4,171,North,Kitchen,5658.05
Laptop Stand,2022-05-20,Stopped working too soon.,2,285,North,Accessories,4887.44
Laptop Stand,2021-08-08,It's okay.,1,101,East,Accessories,1150.38
Electric Kettle,2021-02-23,Decent for the price.,3,145,South,Kitchen,5627.55
Blender,2021-04-17,Quality could be better.,2,176,South,Kitchen,8593.06
Laptop Stand,2024-11-22,Bad experience overall.,3,19,East,Accessories,356.02
Electric Kettle,2020-04-23,Highly recommend this!,2,31,West,Kitchen,1507.19
Blender,2023-11-03,Excellent product!,1,213,East,Kitchen,5303.22
Robot Vacuum,2023-08-29,Very disappointing.,5,160,West,Home Goods,7517.23
Smartwatch,2020-11-25,Stopped working too soon.,2,47,North,Wearables,2022.18
Electric Kettle,2020-12-04,Decent for the price.,1,73,South,Kitchen,2930.64
Electric Kettle,2020-08-25,"Great quality, very satisfied!",4,278,South,Kitchen,13631.49
Laptop Stand,2023-04-11,Stopped working too soon.,5,43,North,Accessories,476.42
Laptop Stand,2020-03-19,Bad experience overall.,1,110,South,Accessories,1769.78
4K Action Camera,2021-04-08,Highly recommend this!,1,34,West,Electronics,2862.01
Gaming Chair,2021-08-27,Amazing performance and value.,3,19,East,Furniture,1268.22
Gaming Chair,2024-03-04,Very disappointing.,1,64,South,Furniture,5944.96
Laptop Stand,2021-07-15,Quality could be better.,4,201,East,Accessories,3400.0
Robot Vacuum,2020-10-11,Not worth the price.,4,187,South,Home Goods,10917.5
Laptop Stand,2020-08-10,Amazing performance and value.,5,286,East,Accessories,8295.33
Gaming Chair,2021-08-15,"Great quality, very satisfied!",5,191,East,Furniture,14406.44
Electric Kettle,2023-07-13,Nothing special but acceptable.,1,144,South,Kitchen,3720.65
Wireless Mouse,2024-08-17,"Average product, does the job.",2,279,South,Accessories,5424.85
Air Purifier,2021-01-07,Stopped working too soon.,2,34,South,Home Goods,2145.02
Electric Kettle,2023-06-10,Not worth the price.,3,46,East,Kitchen,2205.02
Blender,2022-06-29,Decent for the price.,2,53,East,Kitchen,1442.34
Gaming Chair,2022-04-07,Highly recommend this!,4,159,North,Furniture,9773.13
Wireless Mouse,2020-08-23,Not worth the price.,4,240,North,Accessories,2993.64
Coffee Maker,2021-11-01,Quality could be better.,5,232,North,Kitchen,9775.54
Wireless Mouse,2022-04-07,Amazing performance and value.,5,253,West,Accessories,5931.59
Wireless Mouse,2022-02-01,Not worth the price.,4,194,North,Accessories,5702.28
Electric Kettle,2023-08-30,Works fine.,4,138,South,Kitchen,4404.33
Wireless Mouse,2021-01-14,Stopped working too soon.,4,180,North,Accessories,2927.86
Wireless Mouse,2022-03-04,Bad experience overall.,4,128,South,Accessories,1863.44
Coffee Maker,2021-09-05,"Great quality, very satisfied!",1,158,South,Kitchen,6131.88
Laptop Stand,2021-07-16,Bad experience overall.,1,238,North,Accessories,6535.32
Air Purifier,2021-02-23,Amazing performance and value.,1,165,North,Home Goods,10843.82
Wireless Mouse,2020-02-21,Stopped working too soon.,5,56,South,Accessories,1621.48
Air Purifier,2024-10-10,Stopped working too soon.,2,79,East,Home Goods,4879.09
Laptop Stand,2022-03-29,Amazing performance and value.,3,40,North,Accessories,533.28
Air Purifier,2024-07-24,It's okay.,2,263,West,Home Goods,15106.59
Laptop Stand,2024-03-12,Bad experience overall.,2,189,West,Accessories,2520.15
Robot Vacuum,2024-12-10,Highly recommend this!,5,89,North,Home Goods,2858.14
Air Purifier,2020-07-23,It's okay.,4,197,South,Home Goods,13150.53
4K Action Camera,2022-09-27,Amazing performance and value.,1,149,North,Electronics,11863.57
4K Action Camera,2021-12-31,Very disappointing.,2,148,South,Electronics,8786.27
Blender,2020-09-13,Quality could be better.,5,167,East,Kitchen,5072.15
Coffee Maker,2020-07-03,Quality could be better.,4,142,North,Kitchen,3959.78
Blender,2020-05-24,Bad experience overall.,4,298,West,Kitchen,11915.05
Gaming Chair,2024-09-09,Works fine.,3,253,West,Furniture,21866.4
4K Action Camera,2022-11-03,Bad experience overall.,2,186,East,Electronics,15583.52
Laptop Stand,2020-09-02,Quality could be better.,5,188,West,Accessories,1965.7
Laptop Stand,2020-07-05,Quality could be better.,1,197,East,Accessories,5666.85
Electric Kettle,2023-09-22,Very disappointing.,5,20,West,Kitchen,469.93
Coffee Maker,2023-07-06,Decent for the price.,1,218,North,Kitchen,6013.07
Smartwatch,2022-05-15,Stopped working too soon.,5,23,West,Wearables,737.92
4K Action Camera,2020-02-09,Amazing performance and value.,5,208,South,Electronics,17210.24
Laptop Stand,2021-08-23,Nothing special but acceptable.,3,276,West,Accessories,3760.53
Robot Vacuum,2024-07-18,Highly recommend this!,5,122,South,Home Goods,3822.07
4K Action Camera,2022-08-19,Not worth the price.,5,30,East,Electronics,1679.94
Gaming Chair,2023-12-12,It's okay.,5,44,East,Furniture,3741.5
Robot Vacuum,2022-09-12,Highly recommend this!,5,265,West,Home Goods,16748.36
Robot Vacuum,2023-10-06,Very disappointing.,5,69,North,Home Goods,4246.87
Gaming Chair,2020-01-09,Decent for the price.,1,244,South,Furniture,19304.27
4K Action Camera,2020-12-15,Works fine.,4,268,East,Electronics,17316.8
Blender,2020-03-24,"Average product, does the job.",2,266,South,Kitchen,8085.33
Air Purifier,2021-06-16,"Loved it, will buy again.",5,67,South,Home Goods,4402.64
Gaming Chair,2022-09-15,Quality could be better.,5,251,South,Furniture,18588.96
Electric Kettle,2024-12-21,It's okay.,3,189,North,Kitchen,6519.84
Wireless Mouse,2020-12-23,Very disappointing.,1,90,South,Accessories,2435.5
Laptop Stand,2021-01-12,Bad experience overall.,4,152,East,Accessories,2279.64
Electric Kettle,2020-06-20,Works fine.,4,274,West,Kitchen,7972.92
Laptop Stand,2022-11-14,Bad experience overall.,1,181,South,Accessories,4789.33
Coffee Maker,2021-01-27,It's okay.,1,153,North,Kitchen,5617.95
4K Action Camera,2023-01-31,Quality could be better.,2,36,West,Electronics,2996.86
Coffee Maker,2021-12-02,Bad experience overall.,3,87,North,Kitchen,1769.56
4K Action Camera,2023-06-13,Bad experience overall.,4,93,North,Electronics,9434.05
Robot Vacuum,2023-12-04,Works fine.,2,71,North,Home Goods,3204.38
4K Action Camera,2021-07-02,Highly recommend this!,5,176,South,Electronics,10523.59
Coffee Maker,2022-02-22,Stopped working too soon.,3,259,South,Kitchen,9722.73
4K Action Camera,2020-11-27,Very disappointing.,5,251,North,Electronics,13557.74
Air Purifier,2024-08-14,Quality could be better.,4,284,South,Home Goods,18043.62
4K Action Camera,2022-03-04,Amazing performance and value.,5,224,East,Electronics,21377.64
Air Purifier,2024-04-04,It's okay.,2,13,South,Home Goods,854.12
Blender,2021-10-10,Stopped working too soon.,5,26,East,Kitchen,1064.23
Electric Kettle,2022-09-09,It's okay.,2,128,West,Kitchen,5492.69
Electric Kettle,2022-11-18,"Great quality, very satisfied!",1,212,South,Kitchen,10248.33
Electric Kettle,2021-06-26,"Great quality, very satisfied!",4,275,West,Kitchen,8343.82
Smartwatch,2022-11-08,Amazing performance and value.,4,102,North,Wearables,2868.63
Gaming Chair,2023-03-17,Bad experience overall.,1,223,West,Furniture,11899.41
Wireless Mouse,2024-02-03,It's okay.,1,147,West,Accessories,4398.97
Wireless Mouse,2021-05-05,Decent for the price.,3,296,North,Accessories,7283.1
Wireless Mouse,2020-10-09,Quality could be better.,1,84,West,Accessories,937.55
Robot Vacuum,2022-05-11,Quality could be better.,3,66,North,Home Goods,3616.81
Electric Kettle,2024-08-25,Quality could be better.,4,61,East,Kitchen,1581.25
Robot Vacuum,2020-04-22,"Loved it, will buy again.",1,259,East,Home Goods,16224.27
Robot Vacuum,2024-01-18,Bad experience overall.,1,165,South,Home Goods,9202.28
Electric Kettle,2024-08-12,Highly recommend this!,2,94,East,Kitchen,2662.18
Smartwatch,2023-09-15,Highly recommend this!,4,54,South,Wearables,3142.97
4K Action Camera,2023-07-02,Excellent product!,5,217,North,Electronics,12201.54
4K Action Camera,2024-06-10,"Loved it, will buy again.",2,84,South,Electronics,4438.15
Robot Vacuum,2023-11-23,Nothing special but acceptable.,4,158,West,Home Goods,10493.95
Air Purifier,2022-05-11,Nothing special but acceptable.,2,272,East,Home Goods,15024.92
4K Action Camera,2021-09-01,"Average product, does the job.",3,109,East,Electronics,10959.46
Gaming Chair,2021-05-22,Amazing performance and value.,5,91,North,Furniture,6746.34
Wireless Mouse,2024-07-25,Quality could be better.,4,92,South,Accessories,1560.4
Air Purifier,2021-04-10,Highly recommend this!,1,132,North,Home Goods,5195.8
Gaming Chair,2022-04-03,Very disappointing.,1,11,North,Furniture,732.62
Air Purifier,2023-12-01,Decent for the price.,1,221,East,Home Goods,15262.09
Smartwatch,2021-08-31,Very disappointing.,4,293,West,Wearables,10877.91
Robot Vacuum,2023-01-26,Amazing performance and value.,5,83,South,Home Goods,2947.28
Gaming Chair,2020-10-16,Works fine.,2,77,West,Furniture,4386.48
Wireless Mouse,2022-05-17,"Loved it, will buy again.",2,135,West,Accessories,1457.56
Electric Kettle,2024-10-28,Works fine.,3,155,South,Kitchen,3468.74
Smartwatch,2024-08-07,Decent for the price.,5,78,East,Wearables,2733.6
Wireless Mouse,2023-03-25,Stopped working too soon.,1,230,North,Accessories,2371.82
Smartwatch,2022-02-20,Bad experience overall.,5,70,North,Wearables,4184.93
Electric Kettle,2020-06-10,Amazing performance and value.,5,263,South,Kitchen,8588.68
Wireless Mouse,2021-09-15,It's okay.,2,89,East,Accessories,2657.4
Laptop Stand,2024-09-16,"Average product, does the job.",4,169,East,Accessories,4299.2
Blender,2021-12-17,Very disappointing.,4,22,South,Kitchen,844.98
Robot Vacuum,2023-01-25,Very disappointing.,5,280,South,Home Goods,15693.07
Smartwatch,2023-11-01,Quality could be better.,3,221,East,Wearables,12498.36
Robot Vacuum,2021-07-20,Highly recommend this!,3,18,South,Home Goods,1255.89
Electric Kettle,2024-01-13,Nothing special but acceptable.,1,260,East,Kitchen,9224.03
Blender,2022-09-20,Quality could be better.,4,159,West,Kitchen,4484.92
Air Purifier,2023-02-14,It's okay.,1,153,North,Home Goods,5587.06
Air Purifier,2024-06-16,Amazing performance and value.,5,98,South,Home Goods,6550.58
Gaming Chair,2024-10-05,Bad experience overall.,4,137,West,Furniture,8038.68
4K Action Camera,2024-12-22,"Loved it, will buy again.",5,282,North,Electronics,33683.6
Air Purifier,2024-03-09,Highly recommend this!,4,226,West,Home Goods,10770.32
4K Action Camera,2023-04-27,"Average product, does the job.",3,224,North,Electronics,18496.07
Blender,2024-02-08,"Loved it, will buy again.",2,177,North,Kitchen,5215.87
Laptop Stand,2023-09-08,"Loved it, will buy again.",1,278,East,Accessories,7045.56
Robot Vacuum,2021-08-18,Decent for the price.,3,279,North,Home Goods,8456.07
Laptop Stand,2023-04-18,Very disappointing.,1,120,West,Accessories,1685.85
Robot Vacuum,2024-12-14,Stopped working too soon.,5,127,West,Home Goods,7641.44
Blender,2023-04-19,It's okay.,5,160,West,Kitchen,7092.39
Gaming Chair,2022-08-16,Amazing performance and value.,3,211,South,Furniture,20503.87
Robot Vacuum,2024-09-12,Nothing special but acceptable.,2,67,West,Home Goods,4021.33
Laptop Stand,2022-10-09,Nothing special but acceptable.,2,143,West,Accessories,3077.66
Blender,2024-12-23,Stopped working too soon.,2,51,North,Kitchen,2135.48
Wireless Mouse,2023-08-03,"Great quality, very satisfied!",2,211,North,Accessories,6328.37
Wireless Mouse,2021-04-19,Highly recommend this!,2,18,East,Accessories,471.22
4K Action Camera,2021-09-09,Bad experience overall.,5,277,West,Electronics,19186.97
Smartwatch,2021-10-02,Decent for the price.,2,157,East,Wearables,7385.25
Smartwatch,2020-09-18,"Great quality, very satisfied!",1,57,West,Wearables,2630.22
4K Action Camera,2024-03-26,Decent for the price.,2,186,North,Electronics,22146.74
Coffee Maker,2020-06-10,Works fine.,3,266,East,Kitchen,13254.77
Laptop Stand,2024-02-19,Very disappointing.,1,208,East,Accessories,2681.13
Robot Vacuum,2020-06-29,Amazing performance and value.,3,161,South,Home Goods,6438.67
Electric Kettle,2021-12-25,Quality could be better.,4,290,West,Kitchen,7302.71
Blender,2021-04-13,Highly recommend this!,5,57,North,Kitchen,1198.33
Smartwatch,2024-12-14,Stopped working too soon.,4,233,East,Wearables,13517.06
Blender,2020-01-21,Highly recommend this!,4,179,East,Kitchen,8867.7
Air Purifier,2023-07-22,Quality could be better.,3,186,North,Home Goods,10081.25
Laptop Stand,2020-09-16,It's okay.,4,162,South,Accessories,1813.51
Robot Vacuum,2023-09-18,Bad experience overall.,4,230,North,Home Goods,11378.21
Electric Kettle,2021-04-10,Not worth the price.,5,199,North,Kitchen,7228.66
Gaming Chair,2023-02-13,Decent for the price.,5,201,East,Furniture,10625.43
4K Action Camera,2023-12-07,Bad experience overall.,2,186,East,Electronics,21676.31
Laptop Stand,2021-06-20,Excellent product!,5,28,East,Accessories,564.78
Blender,2022-08-09,Very disappointing.,2,228,North,Kitchen,10716.46
Air Purifier,2022-02-04,It's okay.,2,142,East,Home Goods,7363.73
4K Action Camera,2022-08-16,Bad experience overall.,5,145,West,Electronics,13583.35
Laptop Stand,2024-10-12,Quality could be better.,3,63,West,Accessories,926.78
Laptop Stand,2022-07-22,Nothing special but acceptable.,4,118,West,Accessories,2787.11
Robot Vacuum,2022-04-30,It's okay.,2,34,South,Home Goods,1346.86
Gaming Chair,2023-07-04,"Average product, does the job.",2,220,North,Furniture,11608.82
Electric Kettle,2023-04-06,Works fine.,1,124,South,Kitchen,5710.09
Gaming Chair,2021-06-16,Excellent product!,5,53,West,Furniture,3495.16
Gaming Chair,2024-06-09,It's okay.,5,259,South,Furniture,15133.88
Air Purifier,2020-01-15,It's okay.,4,64,West,Home Goods,2221.94
4K Action Camera,2020-02-19,Works fine.,1,137,East,Electronics,9438.1
Laptop Stand,2022-09-25,Very disappointing.,4,255,East,Accessories,5874.62
Wireless Mouse,2020-10-30,Excellent product!,3,269,West,Accessories,5212.2
Blender,2024-02-19,Excellent product!,2,10,South,Kitchen,317.42
Blender,2021-02-19,Quality could be better.,2,202,South,Kitchen,7998.36
Wireless Mouse,2020-10-31,Decent for the price.,3,252,North,Accessories,3417.83
Gaming Chair,2020-07-14,It's okay.,4,118,West,Furniture,5337.3
Coffee Maker,2022-03-23,Bad experience overall.,3,268,South,Kitchen,10001.13
Air Purifier,2022-03-10,Not worth the price.,5,198,West,Home Goods,8619.15
Electric Kettle,2021-01-22,Excellent product!,2,111,East,Kitchen,4732.23
Blender,2022-01-26,Not worth the price.,1,139,South,Kitchen,2926.11
Coffee Maker,2021-03-30,Nothing special but acceptable.,3,236,North,Kitchen,8629.61
4K Action Camera,2021-12-13,Excellent product!,2,295,West,Electronics,19994.04
Robot Vacuum,2021-12-05,Very disappointing.,1,155,West,Home Goods,10626.4
Electric Kettle,2022-04-27,Nothing special but acceptable.,4,80,West,Kitchen,2297.67
Gaming Chair,2024-08-08,Excellent product!,1,287,West,Furniture,19430.11
Blender,2023-08-26,"Great quality, very satisfied!",2,18,East,Kitchen,442.4
Coffee Maker,2023-02-24,"Loved it, will buy again.",4,144,East,Kitchen,6229.21
Wireless Mouse,2020-06-23,Amazing performance and value.,2,36,South,Accessories,507.34
Blender,2023-03-03,Excellent product!,3,241,West,Kitchen,5036.92
Air Purifier,2022-12-25,"Average product, does the job.",4,144,East,Home Goods,5275.49
Air Purifier,2023-11-17,"Loved it, will buy again.",3,71,North,Home Goods,3799.84
4K Action Camera,2023-10-20,It's okay.,2,88,South,Electronics,7770.76
Smartwatch,2020-10-05,It's okay.,2,182,South,Wearables,5635.11
4K Action Camera,2022-01-27,Works fine.,3,222,West,Electronics,22891.03
Blender,2020-12-28,Excellent product!,5,41,North,Kitchen,1693.88
4K Action Camera,2024-11-07,Highly recommend this!,3,89,West,Electronics,6480.75
4K Action Camera,2020-06-19,Highly recommend this!,2,149,West,Electronics,13658.45
Coffee Maker,2022-12-10,Nothing special but acceptable.,3,81,North,Kitchen,2605.8
Air Purifier,2023-09-13,Quality could be better.,3,259,West,Home Goods,12395.54
4K Action Camera,2021-10-26,Quality could be better.,5,34,West,Electronics,4003.97
Wireless Mouse,2021-08-14,Bad experience overall.,4,106,West,Accessories,2621.56
Wireless Mouse,2022-07-19,It's okay.,4,180,West,Accessories,3718.75
Air Purifier,2023-03-14,Not worth the price.,5,173,South,Home Goods,11486.12
Smartwatch,2020-09-30,Quality could be better.,4,237,East,Wearables,13812.01
Coffee Maker,2023-03-24,"Average product, does the job.",2,54,South,Kitchen,2279.54
Smartwatch,2021-05-22,Decent for the price.,5,187,North,Wearables,9228.88
Robot Vacuum,2020-12-28,Very disappointing.,2,133,East,Home Goods,7404.45
Blender,2023-09-10,Not worth the price.,2,49,South,Kitchen,1323.69
Coffee Maker,2022-04-27,"Average product, does the job.",1,99,North,Kitchen,3335.68
Laptop Stand,2021-10-16,Excellent product!,2,250,East,Accessories,3954.68
4K Action Camera,2020-10-24,Quality could be better.,2,36,North,Electronics,3418.64
Coffee Maker,2021-05-08,Nothing special but acceptable.,2,115,East,Kitchen,5098.1
Wireless Mouse,2021-06-29,Amazing performance and value.,1,231,East,Accessories,4418.04
Air Purifier,2020-10-30,Amazing performance and value.,2,157,West,Home Goods,5905.03
Smartwatch,2024-01-30,Bad experience overall.,2,191,North,Wearables,7706.6
Robot Vacuum,2022-06-22,Highly recommend this!,3,233,North,Home Goods,12265.06
Air Purifier,2020-08-26,It's okay.,2,219,South,Home Goods,10550.95
Robot Vacuum,2021-10-11,Amazing performance and value.,1,160,West,Home Goods,6458.91
Gaming Chair,2024-11-24,Not worth the price.,3,283,East,Furniture,27209.68
Air Purifier,2024-03-20,Amazing performance and value.,2,182,North,Home Goods,11699.72
Air Purifier,2022-06-02,It's okay.,2,17,South,Home Goods,1157.72
Laptop Stand,2023-04-14,Excellent product!,2,51,West,Accessories,1325.26
Robot Vacuum,2021-02-13,"Loved it, will buy again.",2,98,North,Home Goods,3452.63
Robot Vacuum,2021-12-26,Decent for the price.,5,148,East,Home Goods,6187.25
Gaming Chair,2023-10-19,Nothing special but acceptable.,5,85,South,Furniture,5347.69
Smartwatch,2022-11-12,Decent for the price.,1,268,North,Wearables,14268.43
Robot Vacuum,2020-11-13,Not worth the price.,2,125,North,Home Goods,4192.58
4K Action Camera,2021-06-08,Highly recommend this!,5,132,East,Electronics,13187.3
Electric Kettle,2022-06-23,"Great quality, very satisfied!",4,20,South,Kitchen,423.53
